timestamp,evento,clase,confianza
2025-06-21 21:13:11,Captura guardada,person,0.84
2025-06-21 21:13:11,Persona detectada,person,0.86
2025-06-21 21:13:11,Captura guardada,person,0.86
2025-06-21 21:13:11,Persona detectada,person,0.84
2025-06-21 21:13:11,Captura guardada,person,0.84
2025-06-21 21:13:11,Persona detectada,person,0.85
2025-06-21 21:13:11,Captura guardada,person,0.85
2025-06-21 21:13:11,Persona detectada,person,0.84
2025-06-21 21:13:11,Captura guardada,person,0.84
2025-06-21 21:13:11,Persona detectada,person,0.85
2025-06-21 21:13:11,Captura guardada,person,0.85
2025-06-21 21:13:11,Persona detectada,person,0.85
2025-06-21 21:13:11,Captura guardada,person,0.85
2025-06-21 21:13:11,Persona detectada,person,0.84
2025-06-21 21:13:11,Captura guardada,person,0.84
2025-06-21 21:13:11,Persona detectada,person,0.85
2025-06-21 21:13:11,Captura guardada,person,0.85
2025-06-21 21:13:11,Persona detectada,person,0.84
2025-06-21 21:13:11,Captura guardada,person,0.84
2025-06-21 21:13:11,Persona detectada,person,0.84
2025-06-21 21:13:11,Captura guardada,person,0.84
2025-06-21 21:13:11,Persona detectada,person,0.85
2025-06-21 21:13:11,Captura guardada,person,0.85
2025-06-21 21:13:12,Persona detectada,person,0.84
2025-06-21 21:13:12,Captura guardada,person,0.84
2025-06-21 21:13:12,Persona detectada,person,0.83
2025-06-21 21:13:12,Captura guardada,person,0.83
2025-06-21 21:13:12,Persona detectada,person,0.82
2025-06-21 21:13:12,Captura guardada,person,0.82
2025-06-21 21:13:12,Persona detectada,person,0.81
2025-06-21 21:13:12,Captura guardada,person,0.81
2025-06-21 21:13:12,Persona detectada,person,0.83
2025-06-21 21:13:12,Captura guardada,person,0.83
2025-06-21 21:13:12,Persona detectada,person,0.82
2025-06-21 21:13:12,Captura guardada,person,0.82
2025-06-21 21:13:12,Persona detectada,person,0.85
2025-06-21 21:13:12,Captura guardada,person,0.85
2025-06-21 21:13:12,Persona detectada,person,0.83
2025-06-21 21:13:12,Captura guardada,person,0.83
2025-06-21 21:13:12,Persona detectada,person,0.81
2025-06-21 21:13:12,Captura guardada,person,0.81
2025-06-21 21:13:12,Persona detectada,person,0.83
2025-06-21 21:13:12,Captura guardada,person,0.83
2025-06-21 21:13:12,Persona detectada,person,0.81
2025-06-21 21:13:12,Captura guardada,person,0.81
